pokedex_entry,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed
145,Zapdos,Kanto,1,Sub Legendary,Electric Pokémon,2,Electric,Flying,1.6,52.6,2,Pressure,,Static,90,90,85,125,90,100
146,Moltres,Kanto,1,Sub Legendary,Flame Pokémon,2,Fire,Flying,2,60,2,Pressure,,Flame Body,90,100,90,125,85,90
147,Dratini,Kanto,1,Normal,Dragon Pokémon,1,Dragon,,1.8,3.3,2,Shed Skin,,Marvel Scale,41,64,45,50,50,50
148,Dragonair,Kanto,1,Normal,Dragon Pokémon,1,Dragon,,4,16.5,2,Shed Skin,,Marvel Scale,61,84,65,70,70,70
149,Dragonite,Kanto,1,Normal,Dragon Pokémon,2,Dragon,Flying,2.2,210,2,Inner Focus,,Multiscale,91,134,95,100,100,80
150,Mewtwo,Kanto,1,Legendary,Genetic Pokémon,1,Psychic,,2,122,2,Pressure,,Unnerve,106,110,90,154,90,130
150,Mega Mewtwo X,Kanto,1,Legendary,Genetic Pokémon,2,Psychic,Fighting,2.3,127,1,Steadfast,,,106,190,100,154,100,130
150,Mega Mewtwo Y,Kanto,1,Legendary,Genetic Pokémon,1,Psychic,,1.5,33,1,Insomnia,,,106,150,70,194,120,140
151,Mew,Kanto,1,Mythical,New Species Pokémon,1,Psychic,,0.4,4,1,Synchronize,,,100,100,100,100,100,100
152,Chikorita,Johto,2,Normal,Leaf Pokémon,1,Grass,,0.9,6.4,2,Overgrow,,Leaf Guard,45,49,65,49,65,45
153,Bayleef,Johto,2,Normal,Leaf Pokémon,1,Grass,,1.2,15.8,2,Overgrow,,Leaf Guard,60,62,80,63,80,60
154,Meganium,Johto,2,Normal,Herb Pokémon,1,Grass,,1.8,100.5,2,Overgrow,,Leaf Guard,80,82,100,83,100,80
155,Cyndaquil,Johto,2,Normal,Fire Mouse Pokémon,1,Fire,,0.5,7.9,2,Blaze,,Flash Fire,39,52,43,60,50,65
156,Quilava,Johto,2,Normal,Volcano Pokémon,1,Fire,,0.9,19,2,Blaze,,Flash Fire,58,64,58,80,65,80
157,Typhlosion,Johto,2,Normal,Volcano Pokémon,1,Fire,,1.7,79.5,2,Blaze,,Flash Fire,78,84,78,109,85,100
158,Totodile,Johto,2,Normal,Big Jaw Pokémon,1,Water,,0.6,9.5,2,Torrent,,Sheer Force,50,65,64,44,48,43
159,Croconaw,Johto,2,Normal,Big Jaw Pokémon,1,Water,,1.1,25,2,Torrent,,Sheer Force,65,80,80,59,63,58
160,Feraligatr,Johto,2,Normal,Big Jaw Pokémon,1,Water,,2.3,88.8,2,Torrent,,Sheer Force,85,105,100,79,83,78
161,Sentret,Johto,2,Normal,Scout Pokémon,1,Normal,,0.8,6,3,Run Away,Keen Eye,Frisk,35,46,34,35,45,20
162,Furret,Johto,2,Normal,Long Body Pokémon,1,Normal,,1.8,32.5,3,Run Away,Keen Eye,Frisk,85,76,64,45,55,90
163,Hoothoot,Johto,2,Normal,Owl Pokémon,2,Normal,Flying,0.7,21.2,3,Insomnia,Keen Eye,Tinted Lens,60,30,30,36,56,50
164,Noctowl,Johto,2,Normal,Owl Pokémon,2,Normal,Flying,1.6,40.8,3,Insomnia,Keen Eye,Tinted Lens,100,50,50,86,96,70
165,Ledyba,Johto,2,Normal,Five Star Pokémon,2,Bug,Flying,1,10.8,3,Swarm,Early Bird,Rattled,40,20,30,40,80,55
166,Ledian,Johto,2,Normal,Five Star Pokémon,2,Bug,Flying,1.4,35.6,3,Swarm,Early Bird,Iron Fist,55,35,50,55,110,85
167,Spinarak,Johto,2,Normal,String Spit Pokémon,2,Bug,Poison,0.5,8.5,3,Swarm,Insomnia,Sniper,40,60,40,40,40,30
168,Ariados,Johto,2,Normal,Long Leg Pokémon,2,Bug,Poison,1.1,33.5,3,Swarm,Insomnia,Sniper,70,90,70,60,70,40
169,Crobat,Johto,2,Normal,Bat Pokémon,2,Poison,Flying,1.8,75,2,Inner Focus,,Infiltrator,85,90,80,70,80,130
170,Chinchou,Johto,2,Normal,Angler Pokémon,2,Water,Electric,0.5,12,3,Volt Absorb,Illuminate,Water Absorb,75,38,38,56,56,67
171,Lanturn,Johto,2,Normal,Light Pokémon,2,Water,Electric,1.2,22.5,3,Volt Absorb,Illuminate,Water Absorb,125,58,58,76,76,67
172,Pichu,Johto,2,Normal,Tiny Mouse Pokémon,1,Electric,,0.3,2,2,Static,,Lightning Rod,20,40,15,35,35,60
173,Cleffa,Johto,2,Normal,Star Shape Pokémon,1,Fairy,,0.3,3,3,Cute Charm,Magic Guard,Friend Guard,50,25,28,45,55,15
174,Igglybuff,Johto,2,Normal,Balloon Pokémon,2,Normal,Fairy,0.3,1,3,Cute Charm,Competitive,Friend Guard,90,30,15,40,20,15
175,Togepi,Johto,2,Normal,Spike Ball Pokémon,1,Fairy,,0.3,1.5,3,Hustle,Serene Grace,Super Luck,35,20,65,40,65,20
176,Togetic,Johto,2,Normal,Happiness Pokémon,2,Fairy,Flying,0.6,3.2,3,Hustle,Serene Grace,Super Luck,55,40,85,80,105,40
177,Natu,Johto,2,Normal,Tiny Bird Pokémon,2,Psychic,Flying,0.2,2,3,Synchronize,Early Bird,Magic Bounce,40,50,45,70,45,70
178,Xatu,Johto,2,Normal,Mystic Pokémon,2,Psychic,Flying,1.5,15,3,Synchronize,Early Bird,Magic Bounce,65,75,70,95,70,95
179,Mareep,Johto,2,Normal,Wool Pokémon,1,Electric,,0.6,7.8,2,Static,,Plus,55,40,40,65,45,35
180,Flaaffy,Johto,2,Normal,Wool Pokémon,1,Electric,,0.8,13.3,2,Static,,Plus,70,55,55,80,60,45
181,Ampharos,Johto,2,Normal,Light Pokémon,1,Electric,,1.4,61.5,2,Static,,Plus,90,75,85,115,90,55
181,Mega Ampharos,Johto,2,Normal,Light Pokémon,2,Electric,Dragon,1.4,61.5,1,Mold Breaker,,,90,95,105,165,110,45
182,Bellossom,Johto,2,Normal,Flower Pokémon,1,Grass,,0.4,5.8,2,Chlorophyll,,Healer,75,80,95,90,100,50
183,Marill,Johto,2,Normal,Aqua Mouse Pokémon,2,Water,Fairy,0.4,8.5,3,Thick Fat,Huge Power,Sap Sipper,70,20,50,20,50,40
184,Azumarill,Johto,2,Normal,Aqua Rabbit Pokémon,2,Water,Fairy,0.8,28.5,3,Thick Fat,Huge Power,Sap Sipper,100,50,80,60,80,50
185,Sudowoodo,Johto,2,Normal,Imitation Pokémon,1,Rock,,1.2,38,3,Sturdy,Rock Head,Rattled,70,100,115,30,65,30
186,Politoed,Johto,2,Normal,Frog Pokémon,1,Water,,1.1,33.9,3,Water Absorb,Damp,Drizzle,90,75,75,90,100,70
187,Hoppip,Johto,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.4,0.5,3,Chlorophyll,Leaf Guard,Infiltrator,35,35,40,35,55,50
188,Skiploom,Johto,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.6,1,3,Chlorophyll,Leaf Guard,Infiltrator,55,45,50,45,65,80
189,Jumpluff,Johto,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.8,3,3,Chlorophyll,Leaf Guard,Infiltrator,75,55,70,55,95,110
190,Aipom,Johto,2,Normal,Long Tail Pokémon,1,Normal,,0.8,11.5,3,Run Away,Pickup,Skill Link,55,70,55,40,55,85
191,Sunkern,Johto,2,Normal,Seed Pokémon,1,Grass,,0.3,1.8,3,Chlorophyll,Solar Power,Early Bird,30,30,30,30,30,30
192,Sunflora,Johto,2,Normal,Sun Pokémon,1,Grass,,0.8,8.5,3,Chlorophyll,Solar Power,Early Bird,75,75,55,105,85,30
193,Yanma,Johto,2,Normal,Clear Wing Pokémon,2,Bug,Flying,1.2,38,3,Speed Boost,Compound Eyes,Frisk,65,65,45,75,45,95
194,Wooper,Johto,2,Normal,Water Fish Pokémon,2,Water,Ground,0.4,8.5,3,Damp,Water Absorb,Unaware,55,45,45,25,25,15
195,Quagsire,Johto,2,Normal,Water Fish Pokémon,2,Water,Ground,1.4,75,3,Damp,Water Absorb,Unaware,95,85,85,65,65,35
196,Espeon,Johto,2,Normal,Sun Pokémon,1,Psychic,,0.9,26.5,2,Synchronize,,Magic Bounce,65,65,60,130,95,110
197,Umbreon,Johto,2,Normal,Moonlight Pokémon,1,Dark,,1,27,2,Synchronize,,Inner Focus,95,65,110,60,130,65
198,Murkrow,Johto,2,Normal,Darkness Pokémon,2,Dark,Flying,0.5,2.1,3,Insomnia,Super Luck,Prankster,60,85,42,85,42,91
199,Slowking,Johto,2,Normal,Royal Pokémon,2,Water,Psychic,2,79.5,3,Oblivious,Own Tempo,Regenerator,95,75,80,100,110,30
200,Misdreavus,Johto,2,Normal,Screech Pokémon,1,Ghost,,0.7,1,1,Levitate,,,60,60,60,85,85,85
201,Unown,Johto,2,Normal,Symbol Pokémon,1,Psychic,,0.5,5,1,Levitate,,,48,72,48,72,48,48
202,Wobbuffet,Johto,2,Normal,Patient Pokémon,1,Psychic,,1.3,28.5,2,Shadow Tag,,Telepathy,190,33,58,33,58,33
203,Girafarig,Johto,2,Normal,Long Neck Pokémon,2,Normal,Psychic,1.5,41.5,3,Inner Focus,Early Bird,Sap Sipper,70,80,65,90,65,85
204,Pineco,Johto,2,Normal,Bagworm Pokémon,1,Bug,,0.6,7.2,2,Sturdy,,Overcoat,50,65,90,35,35,15
205,Forretress,Johto,2,Normal,Bagworm Pokémon,2,Bug,Steel,1.2,125.8,2,Sturdy,,Overcoat,75,90,140,60,60,40
206,Dunsparce,Johto,2,Normal,Land Snake Pokémon,1,Normal,,1.5,14,3,Serene Grace,Run Away,Rattled,100,70,70,65,65,45
207,Gligar,Johto,2,Normal,FlyScorpion Pokémon,2,Ground,Flying,1.1,64.8,3,Hyper Cutter,Sand Veil,Immunity,65,75,105,35,65,85
208,Steelix,Johto,2,Normal,Iron Snake Pokémon,2,Steel,Ground,9.2,400,3,Rock Head,Sturdy,Sheer Force,75,85,200,55,65,30
208,Mega Steelix,Johto,2,Normal,Iron Snake Pokémon,2,Steel,Ground,10.5,740,1,Sand Force,,,75,125,230,55,95,30
209,Snubbull,Johto,2,Normal,Fairy Pokémon,1,Fairy,,0.6,7.8,3,Intimidate,Run Away,Rattled,60,80,50,40,40,30
210,Granbull,Johto,2,Normal,Fairy Pokémon,1,Fairy,,1.4,48.7,3,Intimidate,Quick Feet,Rattled,90,120,75,60,60,45
211,Qwilfish,Johto,2,Normal,Balloon Pokémon,2,Water,Poison,0.5,3.9,3,Poison Point,Swift Swim,Intimidate,65,95,85,55,55,85
212,Scizor,Johto,2,Normal,Pincer Pokémon,2,Bug,Steel,1.8,118,3,Swarm,Technician,Light Metal,70,130,100,55,80,65
212,Mega Scizor,Johto,2,Normal,Pincer Pokémon,2,Bug,Steel,2,125,1,Technician,,,70,150,140,65,100,75
213,Shuckle,Johto,2,Normal,Mold Pokémon,2,Bug,Rock,0.6,20.5,3,Sturdy,Gluttony,Contrary,20,10,230,10,230,5
214,Heracross,Johto,2,Normal,Single Horn Pokémon,2,Bug,Fighting,1.5,54,3,Swarm,Guts,Moxie,80,125,75,40,95,85
214,Mega Heracross,Johto,2,Normal,Single Horn Pokémon,2,Bug,Fighting,1.7,62.5,1,Skill Link,,,80,185,115,40,105,75
215,Sneasel,Johto,2,Normal,Sharp Claw Pokémon,2,Dark,Ice,0.9,28,3,Inner Focus,Keen Eye,Pickpocket,55,95,55,35,75,115
216,Teddiursa,Johto,2,Normal,Little Bear Pokémon,1,Normal,,0.6,8.8,3,Pickup,Quick Feet,Honey Gather,60,80,50,50,50,40
217,Ursaring,Johto,2,Normal,Hibernator Pokémon,1,Normal,,1.8,125.8,3,Guts,Quick Feet,Unnerve,90,130,75,75,75,55
218,Slugma,Johto,2,Normal,Lava Pokémon,1,Fire,,0.7,35,3,Magma Armor,Flame Body,Weak Armor,40,40,40,70,40,20
219,Magcargo,Johto,2,Normal,Lava Pokémon,2,Fire,Rock,0.8,55,3,Magma Armor,Flame Body,Weak Armor,60,50,120,90,80,30
220,Swinub,Johto,2,Normal,Pig Pokémon,2,Ice,Ground,0.4,6.5,3,Oblivious,Snow Cloak,Thick Fat,50,50,40,30,30,50
221,Piloswine,Johto,2,Normal,Swine Pokémon,2,Ice,Ground,1.1,55.8,3,Oblivious,Snow Cloak,Thick Fat,100,100,80,60,60,50
222,Corsola,Johto,2,Normal,Coral Pokémon,2,Water,Rock,0.6,5,3,Hustle,Natural Cure,Regenerator,65,55,95,65,95,35
222,Galarian Corsola,Johto,2,Normal,Coral Pokémon,1,Ghost,,0.6,0.5,2,Weak Armor,,Cursed Body,60,55,100,65,100,30
223,Remoraid,Johto,2,Normal,Jet Pokémon,1,Water,,0.6,12,3,Hustle,Sniper,Moody,35,65,35,65,35,65
224,Octillery,Johto,2,Normal,Jet Pokémon,1,Water,,0.9,28.5,3,Suction Cups,Sniper,Moody,75,105,75,105,75,45
225,Delibird,Johto,2,Normal,Delivery Pokémon,2,Ice,Flying,0.9,16,3,Vital Spirit,Hustle,Insomnia,45,55,45,65,45,75
226,Mantine,Johto,2,Normal,Kite Pokémon,2,Water,Flying,2.1,220,3,Swift Swim,Water Absorb,Water Veil,85,40,70,80,140,70
227,Skarmory,Johto,2,Normal,Armor Bird Pokémon,2,Steel,Flying,1.7,50.5,3,Keen Eye,Sturdy,Weak Armor,65,80,140,40,70,70
228,Houndour,Johto,2,Normal,Dark Pokémon,2,Dark,Fire,0.6,10.8,3,Early Bird,Flash Fire,Unnerve,45,60,30,80,50,65
229,Houndoom,Johto,2,Normal,Dark Pokémon,2,Dark,Fire,1.4,35,3,Early Bird,Flash Fire,Unnerve,75,90,50,110,80,95
229,Mega Houndoom,Johto,2,Normal,Dark Pokémon,2,Dark,Fire,1.9,49.5,1,Solar Power,,,75,90,90,140,90,115
230,Kingdra,Johto,2,Normal,Dragon Pokémon,2,Water,Dragon,1.8,152,3,Swift Swim,Sniper,Damp,75,95,95,95,95,85
231,Phanpy,Johto,2,Normal,Long Nose Pokémon,1,Ground,,0.5,33.5,2,Pickup,,Sand Veil,90,60,60,40,40,40
232,Donphan,Johto,2,Normal,Armor Pokémon,1,Ground,,1.1,120,2,Sturdy,,Sand Veil,90,120,120,60,60,50
233,Porygon2,Johto,2,Normal,Virtual Pokémon,1,Normal,,0.6,32.5,3,Trace,Download,Analytic,85,80,90,105,95,60
234,Stantler,Johto,2,Normal,Big Horn Pokémon,1,Normal,,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,73,95,62,85,65,85
235,Smeargle,Johto,2,Normal,Painter Pokémon,1,Normal,,1.2,58,3,Own Tempo,Technician,Moody,55,20,35,20,45,75
236,Tyrogue,Johto,2,Normal,Scuffle Pokémon,1,Fighting,,0.7,21,3,Guts,Steadfast,Vital Spirit,35,35,35,35,35,35
237,Hitmontop,Johto,2,Normal,Handstand Pokémon,1,Fighting,,1.4,48,3,Intimidate,Technician,Steadfast,50,95,95,35,110,70
238,Smoochum,Johto,2,Normal,Kiss Pokémon,2,Ice,Psychic,0.4,6,3,Oblivious,Forewarn,Hydration,45,30,15,85,65,65
239,Elekid,Johto,2,Normal,Electric Pokémon,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,45,63,37,65,55,95
240,Magby,Johto,2,Normal,Live Coal Pokémon,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,45,75,37,70,55,83
241,Miltank,Johto,2,Normal,Milk Cow Pokémon,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,95,80,105,40,70,100
242,Blissey,Johto,2,Normal,Happiness Pokémon,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,255,10,10,75,135,55
243,Raikou,Johto,2,Sub Legendary,Thunder Pokémon,1,Electric,,1.9,178,2,Pressure,,Inner Focus,90,85,75,115,100,115
244,Entei,Johto,2,Sub Legendary,Volcano Pokémon,1,Fire,,2.1,198,2,Pressure,,Inner Focus,115,115,85,90,75,100
245,Suicune,Johto,2,Sub Legendary,Aurora Pokémon,1,Water,,2,187,2,Pressure,,Inner Focus,100,75,115,90,115,85
246,Larvitar,Johto,2,Normal,Rock Skin Pokémon,2,Rock,Ground,0.6,72,2,Guts,,Sand Veil,50,64,50,45,50,41
247,Pupitar,Johto,2,Normal,Hard Shell Pokémon,2,Rock,Ground,1.2,152,1,Shed Skin,,,70,84,70,65,70,51
248,Tyranitar,Johto,2,Normal,Armor Pokémon,2,Rock,Dark,2,202,2,Sand Stream,,Unnerve,100,134,110,95,100,61
248,Mega Tyranitar,Johto,2,Normal,Armor Pokémon,2,Rock,Dark,2.5,255,1,Sand Stream,,,100,164,150,95,120,71
249,Lugia,Johto,2,Legendary,Diving Pokémon,2,Psychic,Flying,5.2,216,2,Pressure,,Multiscale,106,90,130,90,154,110
250,Ho-oh,Johto,2,Legendary,Rainbow Pokémon,2,Fire,Flying,3.8,199,2,Pressure,,Regenerator,106,130,90,110,154,90
251,Celebi,Johto,2,Mythical,Time Travel Pokémon,2,Psychic,Grass,0.6,5,1,Natural Cure,,,100,100,100,100,100,100
252,Treecko,Hoenn,3,Normal,Wood Gecko Pokémon,1,Grass,,0.5,5,2,Overgrow,,Unburden,40,45,35,65,55,70
253,Grovyle,Hoenn,3,Normal,Wood Gecko Pokémon,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,50,65,45,85,65,95
254,Sceptile,Hoenn,3,Normal,Forest Pokémon,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,70,85,65,105,85,120
254,Mega Sceptile,Hoenn,3,Normal,Forest Pokémon,2,Grass,Dragon,1.9,55.2,1,Lightning Rod,,,70,110,75,145,85,145
255,Torchic,Hoenn,3,Normal,Chick Pokémon,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,45,60,40,70,50,45
256,Combusken,Hoenn,3,Normal,Young Fowl Pokémon,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,60,85,60,85,60,55
257,Blaziken,Hoenn,3,Normal,Blaze Pokémon,2,Fire,Fighting,1.9,52,2,Blaze,,Speed Boost,80,120,70,110,70,80
257,Mega Blaziken,Hoenn,3,Normal,Blaze Pokémon,2,Fire,Fighting,1.9,52,1,Speed Boost,,,80,160,80,130,80,100
258,Mudkip,Hoenn,3,Normal,Mud Fish Pokémon,1,Water,,0.4,7.6,2,Torrent,,Damp,50,70,50,50,50,40
259,Marshtomp,Hoenn,3,Normal,Mud Fish Pokémon,2,Water,Ground,0.7,28,2,Torrent,,Damp,70,85,70,60,70,50
260,Swampert,Hoenn,3,Normal,Mud Fish Pokémon,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,100,110,90,85,90,60
260,Mega Swampert,Hoenn,3,Normal,Mud Fish Pokémon,2,Water,Ground,1.9,102,1,Swift Swim,,,100,150,110,95,110,70
261,Poochyena,Hoenn,3,Normal,Bite Pokémon,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,35,55,35,30,30,35
262,Mightyena,Hoenn,3,Normal,Bite Pokémon,1,Dark,,1,37,3,Intimidate,Quick Feet,Moxie,70,90,70,60,60,70
263,Zigzagoon,Hoenn,3,Normal,TinyRaccoon Pokémon,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60
263,Galarian Zigzagoon,Hoenn,3,Normal,Tiny Raccoon Pokémon,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60
264,Linoone,Hoenn,3,Normal,Rushing Pokémon,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100
264,Galarian Linoone,Hoenn,3,Normal,Rushing Pokémon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100
265,Wurmple,Hoenn,3,Normal,Worm Pokémon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,45,45,35,20,30,20
266,Silcoon,Hoenn,3,Normal,Cocoon Pokémon,1,Bug,,0.6,10,1,Shed Skin,,,50,35,55,25,25,15
267,Beautifly,Hoenn,3,Normal,Butterfly Pokémon,2,Bug,Flying,1,28.4,2,Swarm,,Rivalry,60,70,50,100,50,65
268,Cascoon,Hoenn,3,Normal,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,50,35,55,25,25,15
269,Dustox,Hoenn,3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,60,50,70,50,90,65
270,Lotad,Hoenn,3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30
271,Lombre,Hoenn,3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50
272,Ludicolo,Hoenn,3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55,3,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70
273,Seedot,Hoenn,3,Normal,Acorn Pokémon,1,Grass,,0.5,4,3,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30
274,Nuzleaf,Hoenn,3,Normal,Wily Pokémon,2,Grass,Dark,1,28,3,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60
275,Shiftry,Hoenn,3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80
276,Taillow,Hoenn,3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,40,55,30,30,30,85
277,Swellow,Hoenn,3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,60,85,60,75,50,125
278,Wingull,Hoenn,3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85
279,Pelipper,Hoenn,3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28,3,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65
280,Ralts,Hoenn,3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,28,25,25,45,35,40
281,Kirlia,Hoenn,3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,38,35,35,65,55,50
282,Gardevoir,Hoenn,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,68,65,65,125,115,80
282,Mega Gardevoir,Hoenn,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,68,85,65,165,135,100
283,Surskit,Hoenn,3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,40,30,32,50,52,65
284,Masquerain,Hoenn,3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,70,60,62,100,82,80
285,Shroomish,Hoenn,3,Normal,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35
286,Breloom,Hoenn,3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70
287,Slakoth,Hoenn,3,Normal,Slacker Pokémon,1,Normal,,0.8,24,1,Truant,,,60,60,60,35,35,30
288,Vigoroth,Hoenn,3,Normal,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,80,80,80,55,55,90
289,Slaking,Hoenn,3,Normal,Lazy Pokémon,1,Normal,,2,130.5,1,Truant,,,150,160,100,95,65,100
290,Nincada,Hoenn,3,Normal,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,31,45,90,30,30,40
291,Ninjask,Hoenn,3,Normal,Ninja Pokémon,2,Bug,Flying,0.8,12,2,Speed Boost,,Infiltrator,61,90,45,50,50,160
292,Shedinja,Hoenn,3,Normal,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,1,90,45,30,30,40
293,Whismur,Hoenn,3,Normal,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,64,51,23,51,23,28
294,Loudred,Hoenn,3,Normal,Big Voice Pokémon,1,Normal,,1,40.5,2,Soundproof,,Scrappy,84,71,43,71,43,48
295,Exploud,Hoenn,3,Normal,Loud Noise Pokémon,1,Normal,,1.5,84,2,Soundproof,,Scrappy,104,91,63,91,73,68
296,Makuhita,Hoenn,3,Normal,Guts Pokémon,1,Fighting,,1,86.4,3,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25
297,Hariyama,Hoenn,3,Normal,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50
298,Azurill,Hoenn,3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2,3,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20
299,Nosepass,Hoenn,3,Normal,Compass Pokémon,1,Rock,,1,97,3,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30
300,Skitty,Hoenn,3,Normal,Kitten Pokémon,1,Normal,,0.6,11,3,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50
301,Delcatty,Hoenn,3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90
302,Sableye,Hoenn,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11,3,Keen Eye,Stall,Prankster,50,75,75,65,65,50
302,Mega Sableye,Hoenn,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161,1,Magic Bounce,,,50,85,125,85,115,20
303,Mawile,Hoenn,3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50
303,Mega Mawile,Hoenn,3,Normal,Deceiver Pokémon,2,Steel,Fairy,1,23.5,1,Huge Power,,,50,105,125,55,95,50
304,Aron,Hoenn,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60,3,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30
305,Lairon,Hoenn,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120,3,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40
306,Aggron,Hoenn,3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360,3,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50
306,Mega Aggron,Hoenn,3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395,1,Filter,,,70,140,230,60,80,50
307,Meditite,Hoenn,3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,30,40,55,40,55,60
308,Medicham,Hoenn,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,60,60,75,60,75,80
308,Mega Medicham,Hoenn,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,60,100,85,80,85,100
309,Electrike,Hoenn,3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,40,45,40,65,40,65
310,Manectric,Hoenn,3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,70,75,60,105,60,105
310,Mega Manectric,Hoenn,3,Normal,Discharge Pokémon,1,Electric,,1.8,44,1,Intimidate,,,70,75,80,135,80,135
311,Plusle,Hoenn,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,60,50,40,85,75,95
